Date,Open,High,Low,Close,Adj Close,Volume
2003-04-28,4.474070,5.076790,4.456680,5.070990,2.915715,323479357
2003-04-29,4.926110,5.047810,4.792810,4.920310,2.829077,129779813
2003-04-30,4.955090,5.273830,4.955090,5.134740,2.952369,138251433
2003-05-01,4.955090,5.273830,4.955090,5.134740,2.952369,0
2003-05-02,4.955090,5.273830,4.955090,5.134740,2.952369,0
2003-05-05,4.955090,5.273830,4.955090,5.134740,2.952369,0
2003-05-06,4.955090,5.273830,4.955090,5.134740,2.952369,0
2003-05-07,4.955090,5.273830,4.955090,5.134740,2.952369,0
2003-05-08,4.955090,5.273830,4.955090,5.134740,2.952369,0
2003-05-09,4.955090,5.273830,4.955090,5.134740,2.952369,0
2003-05-12,5.042020,5.140540,4.810200,5.030430,2.892393,62329191
2003-05-13,5.007240,5.018840,4.636340,4.688500,2.695791,67773662
2003-05-14,4.636340,4.920310,4.589970,4.839180,2.782428,52433405
2003-05-15,4.827590,4.978270,4.729060,4.955090,2.849075,48631349
2003-05-16,4.955090,5.030430,4.844970,4.960880,2.852403,62230371
2003-05-19,4.984060,5.204290,4.984060,5.070990,2.915715,79805139
2003-05-20,5.070990,5.117360,4.955090,5.030430,2.892393,29450081
2003-05-21,5.030430,5.082580,4.937700,4.984060,2.865731,22189148
2003-05-22,4.972470,5.053610,4.926110,5.013040,2.882395,17774862
2003-05-23,5.042020,5.517240,4.931900,5.285420,3.039008,125835120
2003-05-26,5.273830,5.447700,5.268040,5.302810,3.049006,80612217
2003-05-27,5.325990,5.383950,5.250650,5.302810,3.049006,34834402
2003-05-28,5.331790,5.378150,5.204290,5.227470,3.005687,57257565
2003-05-29,5.227470,5.430310,5.192700,5.418720,3.115652,39730568
2003-05-30,5.436110,5.523040,5.331790,5.349170,3.075662,44883247
2003-06-02,5.360770,5.488260,5.331790,5.378150,3.092325,37239909
2003-06-03,5.389740,5.430310,5.314400,5.320200,3.059005,22822715
2003-06-04,5.308610,5.389740,5.262240,5.372360,3.088996,21115088
2003-06-05,5.343380,5.383950,5.268040,5.302810,3.049006,20893566
2003-06-06,5.273830,5.378150,5.256450,5.308610,3.052341,16764747
2003-06-09,5.268040,5.331790,5.262240,5.285420,3.039008,11986396
2003-06-10,5.285420,5.441900,5.279630,5.383950,3.095661,29255113
2003-06-11,5.389740,5.488260,5.366560,5.447700,3.132315,24143818
2003-06-12,5.470880,5.476670,5.378150,5.401330,3.105653,15385500
2003-06-13,5.424510,5.476670,5.383950,5.401330,3.105653,11521515
2003-06-16,5.401330,5.436110,5.314400,5.372360,3.088996,11467485
2003-06-17,5.343380,5.372360,5.302810,5.325990,3.062335,8747360
2003-06-18,5.325990,5.401330,5.285420,5.297020,3.045677,10480868
2003-06-19,5.291220,5.325990,5.221680,5.256450,3.022350,11272130
2003-06-20,5.389740,5.389740,5.233270,5.262240,3.025680,8873209
2003-06-23,5.250650,5.285420,5.192700,5.244860,3.015686,11974212
2003-06-24,5.233270,5.273830,5.198490,5.244860,3.015686,5398444
2003-06-25,5.268040,5.273830,5.030430,5.042020,2.899057,33583690
2003-06-26,5.042020,5.042020,5.042020,5.042020,2.899057,0
2003-06-27,5.099970,5.169520,5.001450,5.047810,2.902387,19760265
2003-06-30,5.042020,5.123150,5.013040,5.036220,2.895723,8203665
2003-07-01,5.036220,5.140540,5.030430,5.047810,2.902387,8058245
2003-07-02,5.070990,5.134740,5.030430,5.128950,2.949041,6526440
2003-07-03,5.128950,5.181110,5.070990,5.175310,2.975696,7546845
2003-07-04,5.169520,5.244860,5.140540,5.146330,2.959034,8916699
2003-07-07,5.128950,5.169520,5.076790,5.117360,2.942376,6024512
2003-07-08,5.105770,5.198490,5.105770,5.175310,2.975696,4609696
2003-07-09,5.134740,5.175310,5.059400,5.094180,2.929048,7902139
2003-07-10,5.070990,5.314400,5.065200,5.256450,3.022350,24848685
2003-07-11,5.268040,5.273830,5.181110,5.239060,3.012351,10191776
2003-07-14,5.244860,5.354970,5.210080,5.291220,3.042342,22710331
2003-07-15,5.285420,5.360770,5.262240,5.314400,3.055671,9825331
2003-07-16,5.314400,5.395540,5.297020,5.372360,3.088996,12404062
2003-07-17,5.378150,5.552010,5.378150,5.459290,3.138979,64274098
2003-07-18,5.476670,5.517240,5.354970,5.360770,3.082332,35504021
2003-07-21,5.343380,5.436110,5.314400,5.395540,3.102324,21171217
2003-07-22,5.447700,5.546220,5.383950,5.470880,3.145643,31951359
2003-07-23,5.470880,5.505650,5.360770,5.424510,3.118981,14933624
2003-07-24,5.436110,5.488260,5.372360,5.424510,3.118981,12202030
2003-07-25,5.418720,5.447700,5.250650,5.285420,3.039008,19754271
2003-07-28,5.250650,5.343380,5.244860,5.302810,3.049006,6319062
2003-07-29,5.285420,5.349170,5.273830,5.320200,3.059005,6023137
2003-07-30,5.314400,5.360770,5.273830,5.349170,3.075662,8879973
2003-07-31,5.349170,5.366560,5.297020,5.314400,3.055671,5800080
2003-08-01,5.314400,5.354970,5.273830,5.320200,3.059005,4528140
2003-08-04,5.320200,5.337580,5.215880,5.308610,3.052341,7088595
2003-08-05,5.291220,5.354970,5.291220,5.320200,3.059005,3090376
2003-08-06,5.314400,5.343380,5.256450,5.285420,3.039008,3962419
2003-08-07,5.279630,5.378150,5.262240,5.291220,3.042342,5133224
2003-08-08,5.273830,5.291220,5.227470,5.227470,3.005687,6506258
2003-08-11,5.221680,5.262240,5.192700,5.239060,3.012351,4421985
2003-08-12,5.233270,5.314400,5.221680,5.279630,3.035679,4339665
2003-08-13,5.273830,5.302810,5.244860,5.256450,3.022350,3378325
2003-08-14,5.227470,5.320200,5.175310,5.192700,2.985695,8366573
2003-08-15,5.186900,5.198490,5.076790,5.123150,2.945705,9547286
