Date,Open,High,Low,Close,Adj Close,Volume
1999-11-10,3.439480,3.474460,3.148000,3.235450,1.403373,1493104590
1999-11-11,3.215630,3.308900,3.209800,3.230780,1.401348,252189870
1999-11-12,3.248270,3.299570,3.237780,3.270420,1.418541,128721322
1999-11-15,3.287910,3.293740,3.229620,3.235450,1.403373,102245456
1999-11-16,3.250600,3.261100,3.087370,3.095540,1.342687,199181642
1999-11-17,3.089710,3.168990,3.074550,3.168990,1.374546,86219535
1999-11-18,3.171320,3.215630,3.122350,3.150330,1.366453,72444767
1999-11-19,3.206300,3.209800,3.124680,3.134010,1.359374,46100616
1999-11-22,3.134010,3.142170,3.066390,3.083880,1.337630,47476577
1999-11-23,3.083880,3.095540,3.043070,3.083880,1.337630,32969190
1999-11-24,3.082710,3.095540,3.032580,3.081540,1.336615,35148015
1999-11-25,3.066390,3.108360,3.033740,3.078050,1.335101,49105075
1999-11-26,3.081540,3.108360,3.048900,3.083880,1.337630,19578289
1999-11-29,3.083880,3.128180,3.057060,3.069890,1.331562,22996668
1999-11-30,3.066390,3.089710,3.044230,3.078050,1.335101,20338800
1999-12-01,3.067550,3.136340,3.055890,3.101370,1.345217,24574400
1999-12-02,3.092040,3.115360,3.057060,3.061720,1.328018,16626148
1999-12-03,3.060560,3.107190,3.054730,3.073380,1.333076,21893091
1999-12-06,3.066390,3.072220,2.984770,2.991770,1.297677,59900840
1999-12-07,2.984770,3.013920,2.973110,2.984770,1.294641,33928110
1999-12-08,2.984770,3.003430,2.973110,2.976610,1.291102,19182492
1999-12-09,2.973110,2.978940,2.949790,2.956790,1.282505,21996537
1999-12-10,2.956790,3.043070,2.940470,3.027910,1.313353,30481444
1999-12-13,3.029080,3.083880,2.984770,3.022080,1.310824,60539044
1999-12-14,2.996430,3.031410,2.996430,3.031410,1.314871,13881335
1999-12-15,3.031410,3.136340,3.019750,3.083880,1.337630,58304573
1999-12-16,3.089710,3.089710,3.025580,3.031410,1.314871,31015671
1999-12-17,3.031410,3.046570,2.974280,2.982440,1.293631,30579357
1999-12-20,3.031410,3.046570,2.974280,2.982440,1.293631,0
1999-12-21,2.967280,2.978940,2.931140,2.942800,1.276437,36154167
1999-12-22,2.942800,2.955620,2.920650,2.932310,1.271887,26447185
1999-12-23,2.938140,2.949790,2.879840,2.889170,1.253175,35693161
1999-12-24,2.868180,2.922980,2.867010,2.885670,1.251656,24293851
